experiment_accession	is_control	matched_control_experiments	controlled_by_files	control_type	assay_title	description	lab	award	date_released	status_exp	dbxrefs	life_stage_age	perturbed	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	organism	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	biosample_synonyms	target_label	target_title	file_accession	file_format	output_type	assembly	run_type	paired_end	paired_accession	md5sum	file_status	file_size	platform	bio_replicate_count	tech_replicate_count	biological_replicates	technical_replicates	biological_replicates_formatted	replication_type	url	fastq_1	fastq_2	url_r2	md5sum_r2	file_size_r2	file_accession_r2	single_end
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF272YHL	fastq	reads		single-ended			04416e122521108efb0e87d90e49be29	released	268931055	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF272YHL/@@download/ENCFF272YHL.fastq.gz	https://www.encodeproject.org/files/ENCFF272YHL/@@download/ENCFF272YHL.fastq.gz						true
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF498DIY	fastq	reads		single-ended			10e0d682233ff92c0f0fc7e27266a6a6	released	257166773	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF498DIY/@@download/ENCFF498DIY.fastq.gz	https://www.encodeproject.org/files/ENCFF498DIY/@@download/ENCFF498DIY.fastq.gz						true
ENCSR989PTS	False	ENCSR945LPX			Histone ChIP-seq	Homo sapiens heart left ventricle tissue male adult (40 years)	Bradley Bernstein, Broad	ENCODE4	2020-09-15	released	GEO:GSE167820	adult 40 years	False	ENCDO392CRK	male	adult	40	year	European	Homo sapiens	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	left ventricle of heart,cardiac left ventricle,left ventricle,left cardiac ventricle	H3K27ac	H3K27ac (Homo sapiens)	ENCFF809MGN	fastq	reads		single-ended			971595f701cfa7a6c6279bf45018c309	released	263744480	Illumina NextSeq 500	1	2	1	1_2	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF809MGN/@@download/ENCFF809MGN.fastq.gz	https://www.encodeproject.org/files/ENCFF809MGN/@@download/ENCFF809MGN.fastq.gz						true
ENCSR000AKJ	True			input library	Control ChIP-seq	Homo sapiens GM12878	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733742,UCSC-ENCODE-hg19:wgEncodeEH000037		False	ENCDO000AAK	female	adult			European	Homo sapiens	EFO:0002784	GM12878	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,B cell	mesoderm	immune system				ENCFF000ARK	fastq	reads		single-ended			c2b1d57d1098e17090b87c8256f3fe6c	released	502826550	Illumina Genome Analyzer IIe	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000ARK/@@download/ENCFF000ARK.fastq.gz	https://www.encodeproject.org/files/ENCFF000ARK/@@download/ENCFF000ARK.fastq.gz						true
ENCSR000AKJ	True			input library	Control ChIP-seq	Homo sapiens GM12878	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733742,UCSC-ENCODE-hg19:wgEncodeEH000037		False	ENCDO000AAK	female	adult			European	Homo sapiens	EFO:0002784	GM12878	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,B cell	mesoderm	immune system				ENCFF000ARO	fastq	reads		single-ended			fa502fe5b31dd84d607e04411bab8f75	released	430346297	Illumina Genome Analyzer IIe	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000ARO/@@download/ENCFF000ARO.fastq.gz	https://www.encodeproject.org/files/ENCFF000ARO/@@download/ENCFF000ARO.fastq.gz						true
ENCSR000AKY	True			input library	Control ChIP-seq	Homo sapiens K562	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733780,UCSC-ENCODE-hg19:wgEncodeEH000052,GEO:GSE95865	adult 53 years	False	ENCDO000AAD	female	adult	53	year		Homo sapiens	EFO:0002067	K562	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,cancer cell	mesoderm	immune system	K-562,K-562 cell, K562 cell			ENCFF000BWK	fastq	reads		single-ended			d5471e71ef5c3b2029311fc0274aa011	released	840020086	Illumina Genome Analyzer IIe	3	4	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000BWK/@@download/ENCFF000BWK.fastq.gz	https://www.encodeproject.org/files/ENCFF000BWK/@@download/ENCFF000BWK.fastq.gz						true
ENCSR000AKY	True			input library	Control ChIP-seq	Homo sapiens K562	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733780,UCSC-ENCODE-hg19:wgEncodeEH000052,GEO:GSE95865	adult 53 years	False	ENCDO000AAD	female	adult	53	year		Homo sapiens	EFO:0002067	K562	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,cancer cell	mesoderm	immune system	K-562,K-562 cell, K562 cell			ENCFF283HQV	fastq	reads		single-ended			49f1eda4b0f38ffc25c416afe139a216	released	308416435	Illumina HiSeq 2500	3	4	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF283HQV/@@download/ENCFF283HQV.fastq.gz	https://www.encodeproject.org/files/ENCFF283HQV/@@download/ENCFF283HQV.fastq.gz						true
ENCSR000AKY	True			input library	Control ChIP-seq	Homo sapiens K562	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733780,UCSC-ENCODE-hg19:wgEncodeEH000052,GEO:GSE95865	adult 53 years	False	ENCDO000AAD	female	adult	53	year		Homo sapiens	EFO:0002067	K562	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,cancer cell	mesoderm	immune system	K-562,K-562 cell, K562 cell			ENCFF994FIB	fastq	reads		single-ended			f90ed903d51532e9d10dbf2989bb3255	released	308166280	Illumina HiSeq 2500	3	4	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF994FIB/@@download/ENCFF994FIB.fastq.gz	https://www.encodeproject.org/files/ENCFF994FIB/@@download/ENCFF994FIB.fastq.gz						true
ENCSR000AKY	True			input library	Control ChIP-seq	Homo sapiens K562	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733780,UCSC-ENCODE-hg19:wgEncodeEH000052,GEO:GSE95865	adult 53 years	False	ENCDO000AAD	female	adult	53	year		Homo sapiens	EFO:0002067	K562	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,cancer cell	mesoderm	immune system	K-562,K-562 cell, K562 cell			ENCFF156ECZ	fastq	reads		paired-ended	1	ENCFF199NQH	583b33ffc6a66ba25db7c1b28cc39c87	released	530270984	Illumina HiSeq 2500	3	4	3	3_1	Rep 3	isogenic	https://www.encodeproject.org/files/ENCFF156ECZ/@@download/ENCFF156ECZ.fastq.gz	https://www.encodeproject.org/files/ENCFF156ECZ/@@download/ENCFF156ECZ.fastq.gz						true
ENCSR000AKY	True			input library	Control ChIP-seq	Homo sapiens K562	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733780,UCSC-ENCODE-hg19:wgEncodeEH000052,GEO:GSE95865	adult 53 years	False	ENCDO000AAD	female	adult	53	year		Homo sapiens	EFO:0002067	K562	cell line	bodily fluid,blood	leukocyte,hematopoietic cell,cancer cell	mesoderm	immune system	K-562,K-562 cell, K562 cell			ENCFF561WFK	fastq	reads		paired-ended	1	ENCFF185XBW	2cb72995b9b6cd6f89c7b65cbe6d356c	released	539928840	Illumina HiSeq 2500	3	4	3	3_1	Rep 3	isogenic	https://www.encodeproject.org/files/ENCFF561WFK/@@download/ENCFF561WFK.fastq.gz	https://www.encodeproject.org/files/ENCFF561WFK/@@download/ENCFF561WFK.fastq.gz						true
ENCSR000ALG	True			input library	Control ChIP-seq	Homo sapiens endothelial cell of umbilical vein newborn	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000060,GEO:GSM733715,GEO:GSE95866		False	ENCDO466MPW	unknown	newborn	unknown			Homo sapiens	CL:0002618	endothelial cell of umbilical vein	primary cell	extraembryonic component,placenta,vein,epithelium,vasculature,blood vessel	epithelial cell,endothelial cell	mesoderm	circulatory system,reproductive system				ENCFF000BQV	fastq	reads		single-ended			29f5c9e4c1257f12f8082c2c99730770	released	655353272	Illumina Genome Analyzer IIx	2	4	1	1_2	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF000BQV/@@download/ENCFF000BQV.fastq.gz	https://www.encodeproject.org/files/ENCFF000BQV/@@download/ENCFF000BQV.fastq.gz						true
ENCSR000ALG	True			input library	Control ChIP-seq	Homo sapiens endothelial cell of umbilical vein newborn	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000060,GEO:GSM733715,GEO:GSE95866		False	ENCDO466MPW	unknown	newborn	unknown			Homo sapiens	CL:0002618	endothelial cell of umbilical vein	primary cell	extraembryonic component,placenta,vein,epithelium,vasculature,blood vessel	epithelial cell,endothelial cell	mesoderm	circulatory system,reproductive system				ENCFF000BQW	fastq	reads		single-ended			a8a616eb7047cca4acbb139f0f174c7c	released	693081564	Illumina Genome Analyzer II	2	4	1	1_4	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF000BQW/@@download/ENCFF000BQW.fastq.gz	https://www.encodeproject.org/files/ENCFF000BQW/@@download/ENCFF000BQW.fastq.gz						true
ENCSR000ALG	True			input library	Control ChIP-seq	Homo sapiens endothelial cell of umbilical vein newborn	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000060,GEO:GSM733715,GEO:GSE95866		False	ENCDO466MPW	unknown	newborn	unknown			Homo sapiens	CL:0002618	endothelial cell of umbilical vein	primary cell	extraembryonic component,placenta,vein,epithelium,vasculature,blood vessel	epithelial cell,endothelial cell	mesoderm	circulatory system,reproductive system				ENCFF000BQS	fastq	reads		single-ended			63cd26eb084f4d35e82c3c7e828a0208	released	446361863	Illumina Genome Analyzer IIe	2	4	1	1_5	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF000BQS/@@download/ENCFF000BQS.fastq.gz	https://www.encodeproject.org/files/ENCFF000BQS/@@download/ENCFF000BQS.fastq.gz						true
ENCSR000ALS	True			input library	Control ChIP-seq	Homo sapiens keratinocyte female	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733740,UCSC-ENCODE-hg19:wgEncodeEH000072,GEO:GSE95867		False	ENCDO268AAA	female	unknown	unknown		African American	Homo sapiens	CL:0000312	keratinocyte	primary cell	epithelium,skin of body	epithelial cell,keratinocyte	ectoderm	integumental system	malpighian cell,keratinized cell of epidermis			ENCFF000CMD	fastq	reads		single-ended			b25981e165739d67f1065d19be3a6525	released	954747894	Illumina Genome Analyzer IIx	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000CMD/@@download/ENCFF000CMD.fastq.gz	https://www.encodeproject.org/files/ENCFF000CMD/@@download/ENCFF000CMD.fastq.gz						true
ENCSR000ALS	True			input library	Control ChIP-seq	Homo sapiens keratinocyte female	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733740,UCSC-ENCODE-hg19:wgEncodeEH000072,GEO:GSE95867		False	ENCDO268AAA	female	unknown	unknown		African American	Homo sapiens	CL:0000312	keratinocyte	primary cell	epithelium,skin of body	epithelial cell,keratinocyte	ectoderm	integumental system	malpighian cell,keratinized cell of epidermis			ENCFF000CMJ	fastq	reads		single-ended			7d68adc1e8ac33c68b3dabb06b6a3456	released	888556486	Illumina Genome Analyzer IIe	2	2	4	4_1	Rep 4	isogenic	https://www.encodeproject.org/files/ENCFF000CMJ/@@download/ENCFF000CMJ.fastq.gz	https://www.encodeproject.org/files/ENCFF000CMJ/@@download/ENCFF000CMJ.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF036EGF	fastq	reads		single-ended			458962f44153036ac3bc9ea9cec214dd	released	718054550	Illumina HiSeq 2000	5	13	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF036EGF/@@download/ENCFF036EGF.fastq.gz	https://www.encodeproject.org/files/ENCFF036EGF/@@download/ENCFF036EGF.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF191QXK	fastq	reads		single-ended			157373726c313f474d79edf5cf8e9c57	released	732865188	Illumina HiSeq 2000	5	13	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF191QXK/@@download/ENCFF191QXK.fastq.gz	https://www.encodeproject.org/files/ENCFF191QXK/@@download/ENCFF191QXK.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF303YPV	fastq	reads		single-ended			3d828fc836087074c2f5f6dc89d4a20f	released	922747631	Illumina HiSeq 2500	5	13	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF303YPV/@@download/ENCFF303YPV.fastq.gz	https://www.encodeproject.org/files/ENCFF303YPV/@@download/ENCFF303YPV.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF659UFR	fastq	reads		single-ended			d51da9dc92751cdc69a7c9ab98c3b95b	released	272219353	Illumina HiSeq 2500	5	13	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF659UFR/@@download/ENCFF659UFR.fastq.gz	https://www.encodeproject.org/files/ENCFF659UFR/@@download/ENCFF659UFR.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF763DAQ	fastq	reads		single-ended			04fd8c854cddc64739d6e20ab0950bc8	released	333387059	Illumina HiSeq 2500	5	13	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF763DAQ/@@download/ENCFF763DAQ.fastq.gz	https://www.encodeproject.org/files/ENCFF763DAQ/@@download/ENCFF763DAQ.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF145GCJ	fastq	reads		single-ended			54224562edc46fae84d91534385e5f6f	released	514383601	Illumina HiSeq 2500	5	13	2	2_3	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF145GCJ/@@download/ENCFF145GCJ.fastq.gz	https://www.encodeproject.org/files/ENCFF145GCJ/@@download/ENCFF145GCJ.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF508ZFI	fastq	reads		single-ended			2951f9f7760a07531a8c18829db53dd9	released	517308964	Illumina HiSeq 2500	5	13	2	2_3	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF508ZFI/@@download/ENCFF508ZFI.fastq.gz	https://www.encodeproject.org/files/ENCFF508ZFI/@@download/ENCFF508ZFI.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF472QMD	fastq	reads		single-ended			fbd448d302176fa86842cde262ec24ab	released	718748049	Illumina HiSeq 2500	5	13	2	2_5	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF472QMD/@@download/ENCFF472QMD.fastq.gz	https://www.encodeproject.org/files/ENCFF472QMD/@@download/ENCFF472QMD.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF635VQA	fastq	reads		single-ended			ec48580e5bdf10b1307f5021ba91991e	released	707211002	Illumina HiSeq 2500	5	13	2	2_5	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF635VQA/@@download/ENCFF635VQA.fastq.gz	https://www.encodeproject.org/files/ENCFF635VQA/@@download/ENCFF635VQA.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF138KKQ	fastq	reads		single-ended			abbe4ba5be667292c35b58b3855526f4	released	745392259	Illumina HiSeq 2500	5	13	2	2_6	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF138KKQ/@@download/ENCFF138KKQ.fastq.gz	https://www.encodeproject.org/files/ENCFF138KKQ/@@download/ENCFF138KKQ.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF368CYL	fastq	reads		single-ended			4c814c7a73e78d37e446512c432f500d	released	733369789	Illumina HiSeq 2500	5	13	2	2_6	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF368CYL/@@download/ENCFF368CYL.fastq.gz	https://www.encodeproject.org/files/ENCFF368CYL/@@download/ENCFF368CYL.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF064XIS	fastq	reads		single-ended			7d231933878a94f6e8113d35ef3681af	released	364504177	Illumina HiSeq 2500	5	13	2	2_7	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF064XIS/@@download/ENCFF064XIS.fastq.gz	https://www.encodeproject.org/files/ENCFF064XIS/@@download/ENCFF064XIS.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF393KUX	fastq	reads		single-ended			51d7d1311e3116d2871b4a8c60e7db31	released	464942118	Illumina HiSeq 2500	5	13	2	2_7	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF393KUX/@@download/ENCFF393KUX.fastq.gz	https://www.encodeproject.org/files/ENCFF393KUX/@@download/ENCFF393KUX.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF164ZWM	fastq	reads		single-ended			e2d4039158b149608494227738458ad6	released	749155980	Illumina HiSeq 2500	5	13	3	3_1	Rep 3	isogenic	https://www.encodeproject.org/files/ENCFF164ZWM/@@download/ENCFF164ZWM.fastq.gz	https://www.encodeproject.org/files/ENCFF164ZWM/@@download/ENCFF164ZWM.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF809ZPN	fastq	reads		single-ended			67ce1b69351e443ea3bc26b125629a05	released	763127785	Illumina HiSeq 2500	5	13	3	3_1	Rep 3	isogenic	https://www.encodeproject.org/files/ENCFF809ZPN/@@download/ENCFF809ZPN.fastq.gz	https://www.encodeproject.org/files/ENCFF809ZPN/@@download/ENCFF809ZPN.fastq.gz						true
ENCSR000AMI	True			input library	Control ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH000088,GEO:GSM733770,GEO:GSE95868		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1			ENCFF740ECI	fastq	reads		single-ended			36a59025f7366cd12547f6d77907d979	released	1179131891	Illumina HiSeq 2500	5	13	3	3_2	Rep 3	isogenic	https://www.encodeproject.org/files/ENCFF740ECI/@@download/ENCFF740ECI.fastq.gz	https://www.encodeproject.org/files/ENCFF740ECI/@@download/ENCFF740ECI.fastq.gz						true
